,EmployeeID,Attrition,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgWorkedHours,ScheduleInconsistency,Absences
1061,1062,No,32,Travel_Frequently,Sales,9,4,Life Sciences,4,Sales Executive,43270,8.0,13,0,4.0,4,0,0,0,4.0,4.0,4.0,3,3,7.602028985507246,0.30845687165618096,19
1062,1063,No,42,Non-Travel,Research & Development,11,3,Medical,1,Manager,178560,3.0,18,0,10.0,2,6,3,3,3.0,3.0,2.0,3,3,6.4905063291139244,0.3120266715706773,12
1063,1064,No,47,Travel_Rarely,Sales,2,2,Life Sciences,5,Manager,31960,4.0,14,1,7.0,3,2,2,0,2.0,3.0,3.0,2,3,6.099705014749262,0.31192681790610943,23
1064,1065,No,46,Travel_Rarely,Human Resources,1,3,Life Sciences,1,Laboratory Technician,190810,3.0,21,0,12.0,2,9,4,7,4.0,4.0,2.0,3,4,7.237605042016807,0.2838053523017486,11
1065,1066,No,28,Non-Travel,Research & Development,7,3,Life Sciences,1,Sales Executive,89660,1.0,16,1,3.0,3,3,2,2,3.0,4.0,3.0,2,3,7.694492131616595,0.3013590928955846,16
1066,1067,No,29,Travel_Rarely,Research & Development,16,3,Medical,1,Manufacturing Director,22100,8.0,11,1,11.0,4,7,1,6,4.0,3.0,3.0,3,3,7.998484848484849,0.2751515628277701,18
1067,1068,No,42,Travel_Rarely,Sales,2,4,Medical,2,Research Director,45390,4.0,17,1,8.0,5,0,0,0,4.0,3.0,3.0,3,3,6.5923928077455045,0.29626107239867144,8
1068,1069,Yes,32,Travel_Rarely,Research & Development,1,1,Medical,2,Laboratory Technician,27410,7.0,11,0,7.0,3,2,2,2,3.0,2.0,2.0,3,3,10.411954992967651,0.3248860362627499,12
1069,1070,No,46,Travel_Rarely,Research & Development,23,1,Life Sciences,2,Laboratory Technician,34910,2.0,14,0,25.0,0,19,2,8,1.0,1.0,3.0,3,3,7.869957983193277,0.3055045085928123,11
1070,1071,No,27,Travel_Rarely,Sales,2,3,Life Sciences,5,Research Scientist,45410,1.0,14,2,9.0,4,9,5,8,2.0,3.0,3.0,4,3,7.0832605531295485,0.2925008773696138,20
1071,1072,No,29,Travel_Rarely,Research & Development,1,2,Medical,3,Sales Executive,26780,1.0,25,1,1.0,3,1,0,0,4.0,2.0,3.0,3,4,7.9812765957446805,0.3044807642330434,14
1072,1073,No,43,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Manufacturing Director,73790,7.0,13,2,21.0,3,16,6,14,1.0,3.0,3.0,2,3,6.302617079889807,0.2828508959035126,7
1073,1074,No,48,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Manager,62720,4.0,14,0,29.0,3,22,12,9,4.0,2.0,3.0,2,3,6.104008438818566,0.29064022951691215,12
1074,1075,Yes,29,Travel_Frequently,Research & Development,13,2,Life Sciences,1,Laboratory Technician,52200,1.0,17,0,1.0,3,1,1,0,4.0,4.0,2.0,2,3,8.590099715099713,0.3168960625557798,15
1075,1076,Yes,46,Travel_Rarely,Research & Development,4,4,Medical,2,Sales Representative,27430,5.0,25,1,14.0,1,8,0,7,3.0,2.0,3.0,4,4,7.88463768115942,0.2911467235240293,19
1076,1077,No,27,Travel_Frequently,Research & Development,16,4,Medical,3,Healthcare Representative,49980,0.0,20,2,8.0,3,7,7,3,4.0,1.0,2.0,3,4,7.683263305322129,0.2972583165655975,11
1077,1078,No,39,Travel_Rarely,Research & Development,2,3,Technical Degree,3,Healthcare Representative,102520,8.0,13,1,7.0,3,2,2,2,,4.0,3.0,3,3,6.519583333333333,0.278555820092504,9
1078,1079,No,55,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Human Resources,27810,8.0,13,1,19.0,2,5,0,4,2.0,4.0,4.0,3,3,6.234533898305085,0.30089668140582193,13
1079,1080,No,28,Travel_Rarely,Research & Development,29,2,Life Sciences,2,Laboratory Technician,68520,1.0,18,1,1.0,2,1,0,0,2.0,2.0,3.0,4,3,7.032599118942731,0.3021613274095417,22
1080,1081,Yes,30,Travel_Rarely,Sales,12,4,Life Sciences,2,Sales Executive,49500,1.0,12,2,1.0,3,1,0,0,2.0,4.0,2.0,3,3,7.69312865497076,0.29612352050000623,21
1081,1082,Yes,22,Travel_Rarely,Research & Development,16,2,Life Sciences,2,Laboratory Technician,35790,1.0,19,3,1.0,3,1,0,0,4.0,2.0,3.0,3,3,10.504458161865568,0.28212972214871695,6
1082,1083,No,36,Travel_Rarely,Research & Development,11,3,Life Sciences,1,Sales Executive,131910,1.0,14,1,10.0,2,10,1,7,2.0,3.0,3.0,2,3,9.494971264367816,0.29803973085244956,17
1083,1084,No,31,Travel_Rarely,Research & Development,2,4,Life Sciences,5,Manager,103770,1.0,14,0,10.0,2,10,0,2,2.0,3.0,3.0,3,3,7.47930790960452,0.28374685893639523,13
1084,1085,No,34,Travel_Rarely,Sales,14,2,Technical Degree,1,Sales Executive,22350,2.0,14,1,9.0,2,5,1,0,3.0,4.0,3.0,3,3,8.122655122655122,0.3064898038544445,18
1085,1086,No,29,Travel_Rarely,Research & Development,5,5,Life Sciences,1,Sales Executive,105020,3.0,12,0,11.0,4,3,1,2,4.0,1.0,3.0,2,3,7.121011396011395,0.3126357222661744,15
1086,1087,No,37,Travel_Rarely,Research & Development,7,2,Medical,1,Manufacturing Director,20110,5.0,13,0,16.0,4,5,0,4,4.0,1.0,3.0,4,3,8.6673104434907,0.295529100370993,16
1087,1088,No,35,Travel_Rarely,Sales,2,1,Technical Degree,2,Laboratory Technician,18590,0.0,25,1,4.0,2,3,0,2,4.0,2.0,3.0,2,4,10.469890260631002,0.29551190437156544,6
1088,1089,No,45,Travel_Rarely,Research & Development,3,3,Medical,2,Sales Executive,37600,0.0,14,1,10.0,2,9,3,8,2.0,4.0,2.0,2,3,7.107438016528926,0.3122274783297668,7
1089,1090,No,36,Travel_Frequently,Research & Development,5,3,Medical,4,Manufacturing Director,177790,1.0,17,1,10.0,5,10,0,8,2.0,4.0,2.0,1,3,6.498091042584435,0.2687214839939333,22
1090,1091,No,40,Travel_Rarely,Research & Development,3,3,Other,1,Sales Executive,68330,2.0,13,0,22.0,3,19,11,16,1.0,1.0,3.0,3,3,6.774316939890711,0.2957897300351699,5
1091,1092,No,26,Travel_Rarely,Research & Development,26,2,Life Sciences,2,Human Resources,68120,1.0,13,0,1.0,2,1,1,0,2.0,3.0,2.0,2,3,9.30140056022409,0.29959963817228386,11
1092,1093,No,27,Travel_Rarely,Research & Development,4,3,Technical Degree,2,Manufacturing Director,51710,0.0,20,1,9.0,1,8,0,7,1.0,3.0,,2,4,7.5906204906204895,0.29871626859477207,18
1093,1094,No,48,Travel_Frequently,Research & Development,2,3,Life Sciences,2,Research Director,197400,3.0,14,0,24.0,2,22,4,7,4.0,4.0,3.0,4,3,7.2329218106995885,0.3030251601084043,6
1094,1095,No,44,Travel_Rarely,Sales,1,2,Medical,4,Manager,187110,2.0,12,1,10.0,0,2,2,2,2.0,1.0,3.0,3,3,7.078077455048409,0.29918830023650705,8
1095,1096,Yes,34,Non-Travel,Research & Development,27,2,Life Sciences,1,Sales Representative,36920,1.0,12,1,5.0,5,5,3,0,4.0,1.0,3.0,3,3,10.188085106382978,0.3071178801113514,14
1096,1097,Yes,56,Travel_Rarely,Human Resources,1,2,Medical,5,Sales Executive,25590,1.0,21,0,5.0,3,4,1,0,1.0,4.0,3.0,3,4,6.865223665223665,0.3112378666196122,18
1097,1098,No,36,Travel_Rarely,Research & Development,13,3,Technical Degree,3,Healthcare Representative,25170,2.0,14,0,12.0,3,4,1,3,3.0,2.0,1.0,3,3,7.28888888888889,0.30208959293104587,21
1098,1099,No,41,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Sales Executive,66230,5.0,18,0,14.0,3,5,1,4,3.0,2.0,3.0,3,3,6.413901018922853,0.3243357978336051,20
1099,1100,No,42,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Sales Executive,182650,9.0,12,1,18.0,4,13,5,7,3.0,1.0,4.0,3,3,7.383477011494253,0.3140392794090549,17
1100,1101,No,31,Travel_Rarely,Sales,9,4,Life Sciences,1,Sales Executive,161240,2.0,23,1,8.0,2,5,1,4,3.0,4.0,3.0,2,4,8.326911976911978,0.29816802750649907,18
1101,1102,No,34,Travel_Rarely,Research & Development,8,1,Life Sciences,3,Laboratory Technician,25850,3.0,12,0,9.0,5,4,0,1,4.0,4.0,2.0,3,3,9.212691771269178,0.29190497508437635,10
1102,1103,No,31,Travel_Rarely,Sales,25,2,Life Sciences,3,Manufacturing Director,182130,8.0,21,2,4.0,3,2,2,2,1.0,3.0,2.0,4,4,6.801553672316383,0.30666626203712866,13
1103,1104,No,26,Travel_Frequently,Sales,16,2,Life Sciences,2,Healthcare Representative,83800,,14,0,8.0,3,7,7,7,3.0,4.0,3.0,4,3,6.073391812865496,0.32195658009292893,21
1104,1105,No,45,Travel_Frequently,Research & Development,8,4,Life Sciences,2,Manager,29940,4.0,18,1,12.0,2,4,0,3,2.0,3.0,3.0,3,3,7.784803921568627,0.29078828730396633,11
1105,1106,No,33,Travel_Rarely,Sales,1,3,Life Sciences,5,Sales Executive,12230,1.0,13,1,10.0,3,10,0,9,2.0,3.0,2.0,3,3,6.450655021834061,0.2981396431739486,20
1106,1107,No,28,Travel_Frequently,Sales,8,3,Life Sciences,4,Research Scientist,11180,1.0,11,0,7.0,3,7,0,7,3.0,4.0,3.0,3,3,10.603164556962025,0.3047184333131161,12
1107,1108,Yes,29,Travel_Frequently,Human Resources,2,4,Human Resources,2,Sales Executive,28750,1.0,11,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3,6.806231884057971,0.2880046368853543,19
1108,1109,No,39,Non-Travel,Research & Development,8,5,Medical,2,Sales Representative,188240,6.0,19,1,10.0,4,3,1,2,1.0,3.0,3.0,3,3,6.2948550724637675,0.3186154425825088,19
1109,1110,No,27,Travel_Rarely,Sales,3,2,Technical Degree,2,Healthcare Representative,135770,1.0,12,1,6.0,2,5,1,2,2.0,2.0,2.0,3,3,7.285599415204678,0.29849522112873933,21
1110,1111,No,34,Travel_Frequently,Research & Development,9,4,Life Sciences,2,Manufacturing Director,26250,1.0,12,3,16.0,4,15,6,11,3.0,4.0,3.0,3,3,8.927049180327868,0.3289142033066541,5
1111,1112,Yes,28,Travel_Rarely,Research & Development,25,3,Technical Degree,1,Research Director,187890,3.0,16,1,6.0,4,2,2,2,4.0,3.0,3.0,3,3,9.424897959183673,0.2952711978683658,4
1112,1113,No,47,Non-Travel,Research & Development,1,4,Medical,1,Research Scientist,45380,8.0,11,0,16.0,3,8,1,7,3.0,2.0,4.0,3,3,6.0030890804597705,0.27858390489163537,17
1113,1114,No,56,Travel_Rarely,Research & Development,4,3,Technical Degree,2,Sales Executive,198470,4.0,14,0,6.0,6,0,0,0,4.0,1.0,3.0,3,3,7.890836940836941,0.3100124465863476,18
1114,1115,No,39,Travel_Rarely,Research & Development,1,3,Other,1,Laboratory Technician,105120,1.0,12,1,10.0,2,10,7,9,1.0,1.0,3.0,3,3,6.986231884057972,0.3247463586208675,19
1115,1116,No,38,Travel_Frequently,Research & Development,4,2,Medical,1,Manager,44440,1.0,13,0,20.0,2,20,0,7,4.0,2.0,3.0,3,3,10.807452574525744,0.31896685107839606,3
1116,1117,No,58,Travel_Rarely,Sales,5,3,Marketing,5,Sales Representative,21540,4.0,21,1,29.0,3,1,0,0,4.0,4.0,2.0,3,4,9.889159891598915,0.29235195328275954,3
1117,1118,Yes,32,Travel_Frequently,Research & Development,9,3,Life Sciences,2,Laboratory Technician,191900,3.0,17,1,8.0,2,4,0,3,1.0,3.0,3.0,3,3,10.220992907801419,0.2864743828926412,14
1118,1119,No,38,Travel_Rarely,Research & Development,3,4,Life Sciences,1,Sales Representative,44900,2.0,21,1,10.0,1,5,0,3,2.0,4.0,4.0,3,4,7.6201418439716315,0.31160907606632227,14
1119,1120,No,49,Travel_Frequently,Sales,11,4,Life Sciences,2,Research Scientist,35060,3.0,11,1,28.0,4,5,4,3,2.0,4.0,3.0,2,3,6.285035460992908,0.3263588594254746,14
1120,1121,No,42,Travel_Rarely,Sales,1,3,Life Sciences,1,Sales Executive,23720,3.0,12,1,14.0,3,0,0,0,2.0,4.0,3.0,3,3,8.702194787379971,0.2992632815251753,6
1121,1122,Yes,27,Travel_Frequently,Sales,8,1,Life Sciences,4,Laboratory Technician,102310,1.0,13,1,1.0,2,1,0,0,1.0,2.0,3.0,3,3,6.502420470262794,0.3199057552918405,8
1122,1123,No,35,Travel_Rarely,Research & Development,25,1,Medical,1,Sales Executive,54100,0.0,18,0,6.0,4,5,0,4,2.0,1.0,1.0,3,3,6.612465564738292,0.2719003118357533,7
1123,1124,No,28,Non-Travel,Research & Development,21,1,Medical,3,Research Scientist,79780,1.0,16,2,5.0,2,5,1,4,3.0,3.0,2.0,3,3,6.665014367816091,0.3081327396337151,17
1124,1125,No,31,Non-Travel,Sales,23,1,Medical,1,Sales Executive,38670,1.0,11,1,4.0,4,4,2,3,3.0,1.0,4.0,4,3,9.812145748987854,0.28623548589598824,2
1125,1126,No,36,Non-Travel,Research & Development,1,3,Life Sciences,2,Research Scientist,28380,1.0,19,2,5.0,5,5,0,2,1.0,2.0,3.0,1,3,7.101515151515152,0.2807204099752562,7
1126,1127,No,34,Travel_Rarely,Sales,2,3,Marketing,4,Healthcare Representative,46950,1.0,16,1,14.0,2,14,2,1,1.0,4.0,2.0,3,3,6.0247150997151,0.2922154617688547,15
1127,1128,No,34,Travel_Rarely,Research & Development,19,3,Technical Degree,1,Research Director,33390,1.0,16,0,9.0,2,8,1,1,4.0,3.0,2.0,2,3,6.801758087201124,0.30970844173337747,12
1128,1129,No,26,Travel_Rarely,Research & Development,2,2,Life Sciences,2,Research Scientist,20800,0.0,13,0,8.0,6,7,7,6,3.0,1.0,2.0,4,3,6.771005509641873,0.28722133693090535,7
1129,1130,No,29,Travel_Rarely,Research & Development,2,4,Other,2,Laboratory Technician,20960,0.0,22,0,6.0,2,5,0,2,1.0,1.0,2.0,4,4,7.720625,0.2932643986629612,9
1130,1131,No,32,Non-Travel,Research & Development,3,1,Life Sciences,3,Manager,62090,5.0,17,1,9.0,5,5,1,2,3.0,4.0,3.0,4,3,6.59337431693989,0.3053083009218435,5
1131,1132,No,31,Travel_Frequently,Research & Development,25,5,Technical Degree,2,Human Resources,180610,1.0,14,1,10.0,2,10,8,7,4.0,1.0,3.0,3,3,6.921800281293953,0.29092887349426966,12
1132,1133,Yes,28,Travel_Rarely,Sales,7,5,Life Sciences,2,Sales Representative,171230,5.0,15,1,6.0,2,4,0,3,3.0,4.0,2.0,2,3,6.320337738619677,0.316279976406117,22
1133,1134,No,38,Travel_Rarely,Research & Development,9,2,Technical Degree,3,Sales Representative,23720,4.0,12,0,20.0,3,1,0,0,1.0,1.0,2.0,2,3,7.180109739368998,0.2932948079690407,6
1134,1135,No,35,Travel_Rarely,Research & Development,5,3,Life Sciences,2,Sales Representative,48830,1.0,18,1,10.0,1,10,0,9,3.0,4.0,3.0,1,3,8.816014492753624,0.27200420887374627,19
1135,1136,No,27,Travel_Rarely,Sales,2,3,Life Sciences,1,Manager,39040,1.0,15,0,7.0,2,7,0,7,4.0,4.0,3.0,3,3,7.891083676268861,0.29003502594027014,6
1136,1137,No,32,Travel_Rarely,Research & Development,8,1,Medical,2,Research Scientist,46270,8.0,17,1,8.0,2,1,0,0,4.0,4.0,3.0,2,3,7.299586776859504,0.2899761144806887,7
1137,1138,Yes,31,Travel_Frequently,Research & Development,2,1,Other,3,Sales Executive,70940,1.0,14,1,10.0,2,10,0,8,1.0,4.0,3.0,3,3,10.317600574712644,0.2970647262307509,17
1138,1139,Yes,53,Travel_Rarely,Research & Development,18,3,Medical,1,Research Scientist,34230,6.0,15,1,15.0,4,2,2,2,1.0,1.0,2.0,3,3,10.807959183673468,0.29629060956796194,4
1139,1140,No,54,Travel_Rarely,Research & Development,14,3,Other,3,Research Scientist,66740,3.0,17,1,9.0,2,4,2,3,1.0,3.0,2.0,3,3,7.896376811594203,0.33370473952598373,19
1140,1141,No,33,Travel_Frequently,Research & Development,2,4,Medical,4,Sales Executive,168800,1.0,14,3,9.0,2,9,2,8,4.0,3.0,3.0,3,3,7.8984785615491,0.3142130166770482,8
1141,1142,No,43,Travel_Rarely,Research & Development,3,3,Medical,1,Research Scientist,90940,1.0,12,1,10.0,0,10,0,9,1.0,3.0,3.0,3,3,7.481010928961749,0.2771612832445003,5
1142,1143,No,38,Travel_Frequently,Research & Development,2,5,Medical,4,Sales Executive,84460,0.0,14,0,7.0,3,6,1,2,4.0,2.0,3.0,2,3,7.9587681159420285,0.3008388904666804,19
1143,1144,No,55,Travel_Rarely,Sales,9,3,Marketing,2,Laboratory Technician,119160,4.0,15,1,35.0,3,10,1,4,3.0,2.0,3.0,2,3,8.18659574468085,0.29113577975129723,14
1144,1145,No,31,Travel_Rarely,Sales,6,3,Other,1,Manufacturing Director,45340,1.0,13,0,1.0,2,1,0,0,4.0,4.0,3.0,3,3,10.805509641873279,0.2933952197250993,7
1145,1146,No,39,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Sales Executive,98520,0.0,12,1,21.0,5,20,11,10,2.0,1.0,3.0,2,3,6.089228529839883,0.2981837901587914,20
1146,1147,No,42,Non-Travel,Research & Development,10,4,Life Sciences,2,Research Scientist,61510,1.0,13,1,20.0,3,20,3,7,4.0,3.0,3.0,3,3,6.590465793304221,0.29261917898517886,20
1147,1148,No,31,Non-Travel,Research & Development,14,2,Life Sciences,2,Healthcare Representative,23020,4.0,14,0,13.0,3,11,4,8,3.0,3.0,4.0,3,3,6.103501400560224,0.3037032093241373,11
1148,1149,No,54,Travel_Rarely,Research & Development,1,3,Medical,2,Human Resources,23620,6.0,13,1,9.0,2,5,1,4,3.0,1.0,3.0,4,3,10.512398373983741,0.29801144967041804,3
1149,1150,No,24,Travel_Rarely,Research & Development,5,4,Other,1,Manufacturing Director,178610,1.0,11,2,4.0,5,4,1,2,2.0,3.0,2.0,1,3,6.876763485477179,0.2776348103281907,8
1150,1151,No,23,Travel_Rarely,Research & Development,7,3,Life Sciences,2,Research Scientist,191870,1.0,11,1,5.0,2,5,1,4,4.0,4.0,4.0,3,3,6.994866385372714,0.28598395048373887,12
1151,1152,No,40,Travel_Frequently,Research & Development,21,3,Medical,3,Research Scientist,197170,1.0,21,0,10.0,1,10,9,4,4.0,3.0,4.0,2,4,7.811549100968188,0.28419906385029253,8
1152,1153,No,40,Travel_Rarely,Research & Development,8,1,Medical,5,Research Scientist,35440,3.0,18,3,15.0,3,11,5,10,2.0,2.0,3.0,2,3,6.160347222222222,0.3090541421338044,9
1153,1154,No,25,Travel_Rarely,Sales,20,5,Medical,2,Laboratory Technician,85000,4.0,12,0,6.0,2,2,1,2,3.0,2.0,3.0,3,3,6.208663729809105,0.28812069517639216,22
1154,1155,No,30,Travel_Rarely,Human Resources,20,4,Life Sciences,2,Research Scientist,46610,1.0,11,0,12.0,3,12,1,7,4.0,2.0,2.0,2,3,6.082005899705015,0.29555159497893707,23
1155,1156,No,25,Travel_Rarely,Research & Development,7,2,Medical,5,Sales Executive,41030,6.0,15,1,7.0,2,2,0,2,4.0,3.0,2.0,3,3,10.194277539341916,0.286125125171177,16
1156,1157,No,47,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Sales Executive,42490,2.0,13,1,25.0,2,17,12,11,1.0,3.0,3.0,2,3,7.778448275862068,0.3155835776003725,17
1157,1158,No,33,Non-Travel,Research & Development,1,3,Life Sciences,2,Research Scientist,140260,1.0,12,0,1.0,4,1,0,0,2.0,3.0,2.0,3,3,6.17183908045977,0.3003662658241292,17
1158,1159,No,38,Travel_Rarely,Research & Development,19,3,Life Sciences,2,Sales Executive,68930,0.0,17,0,16.0,3,15,5,8,4.0,2.0,3.0,3,3,7.904255319148936,0.3043822579021442,14
1159,1160,No,31,Travel_Rarely,Research & Development,10,4,Medical,3,Sales Executive,61250,0.0,13,1,3.0,3,2,1,2,1.0,3.0,3.0,3,3,7.181231884057971,0.2839323239563815,19
1160,1161,No,38,Travel_Frequently,Research & Development,1,4,Other,2,Research Scientist,36690,2.0,19,0,10.0,2,8,7,7,1.0,3.0,3.0,3,3,6.509573002754821,0.2986101128420376,7
1161,1162,No,42,Travel_Rarely,Research & Development,6,3,Medical,2,Laboratory Technician,100080,6.0,19,1,9.0,3,4,1,2,4.0,1.0,2.0,1,3,9.767964480874316,0.2938143420441737,5
1162,1163,No,41,Travel_Rarely,Sales,2,2,Medical,1,Healthcare Representative,23870,3.0,17,1,12.0,1,5,1,0,4.0,4.0,3.0,1,3,7.698717948717949,0.2926177318128394,15
1163,1164,No,47,Non-Travel,Research & Development,21,2,Medical,1,Sales Executive,46390,0.0,11,1,14.0,2,13,5,12,3.0,2.0,1.0,2,3,7.227685950413223,0.32183012104064623,7
1164,1165,No,35,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Healthcare Representative,78980,7.0,15,0,5.0,2,2,2,2,4.0,3.0,3.0,2,3,10.39957627118644,0.3112490923334151,13
1165,1166,No,22,Travel_Rarely,Human Resources,12,1,Human Resources,2,Sales Executive,25340,0.0,11,0,4.0,1,3,1,2,4.0,3.0,4.0,3,3,6.4001461988304085,0.3039417426323686,21
1166,1167,No,35,Travel_Rarely,Research & Development,9,3,Medical,2,Sales Executive,131420,1.0,25,2,10.0,4,10,0,8,2.0,3.0,3.0,3,4,8.003941908713692,0.3037143630607771,8
1167,1168,No,33,Travel_Rarely,Sales,3,4,Medical,3,Healthcare Representative,16110,0.0,14,0,10.0,2,9,8,1,2.0,4.0,3.0,2,3,9.102904564315354,0.2718392702746341,8
1168,1169,No,32,Travel_Rarely,Research & Development,3,2,Technical Degree,3,Manufacturing Director,53630,1.0,13,0,6.0,4,6,4,1,3.0,2.0,3.0,3,3,6.986475409836067,0.3116538231713636,5
1169,1170,No,40,Travel_Rarely,Research & Development,1,4,Medical,2,Research Director,50710,8.0,17,1,8.0,3,1,0,0,1.0,4.0,2.0,2,3,6.164692982456141,0.2878801889781836,21
1170,1171,No,32,Travel_Rarely,Research & Development,1,2,Medical,3,Sales Executive,136950,0.0,13,0,3.0,3,2,2,2,2.0,2.0,3.0,3,3,6.009212376933896,0.27539893647499086,12
1171,1172,No,39,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Sales Executive,134020,7.0,14,1,18.0,1,7,1,7,1.0,4.0,3.0,3,3,8.017596566523604,0.2865409501554932,16
1172,1173,No,38,Travel_Rarely,Sales,20,4,Medical,2,Research Director,20290,3.0,11,1,20.0,3,18,1,11,2.0,3.0,3.0,2,3,8.000797101449276,0.28848361232654174,19
1173,1174,No,32,Travel_Rarely,Research & Development,18,3,Life Sciences,2,Manager,63770,1.0,12,2,14.0,3,14,5,7,3.0,4.0,3.0,3,3,7.898297872340425,0.2782747187106425,14
1174,1175,No,37,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Sales Executive,54290,1.0,17,1,16.0,3,16,6,8,3.0,4.0,3.0,3,3,9.386445366528353,0.30110561122023993,8
1175,1176,No,25,Travel_Rarely,Research & Development,2,4,Medical,2,Manufacturing Director,27850,0.0,21,0,6.0,2,5,0,4,1.0,3.0,2.0,3,4,7.970850480109739,0.3015500408190454,6
1176,1177,No,52,Non-Travel,Research & Development,2,4,Other,1,Manager,46140,2.0,16,1,16.0,3,9,0,0,1.0,4.0,2.0,3,3,6.805327868852459,0.30106267761641237,5
1177,1178,No,44,Travel_Rarely,Research & Development,8,1,Life Sciences,1,Sales Representative,26100,6.0,15,0,6.0,2,4,1,2,2.0,4.0,3.0,3,3,10.804238505747128,0.3202459462717902,17
1178,1179,No,21,Travel_Rarely,Sales,10,5,Medical,3,Research Scientist,66870,1.0,19,3,2.0,0,2,1,2,3.0,1.0,3.0,3,3,8.159274755927475,0.31486307829747784,10
1179,1180,No,39,Non-Travel,Research & Development,3,4,Life Sciences,2,Research Director,47240,2.0,12,1,21.0,4,6,1,3,4.0,4.0,2.0,4,3,6.306830601092897,0.3027255823773175,5
1180,1181,Yes,23,Travel_Frequently,Research & Development,2,4,Life Sciences,2,Manufacturing Director,61790,1.0,11,0,1.0,3,1,1,0,4.0,1.0,2.0,3,3,8.025511695906433,0.3088145941611398,21
1181,1182,No,36,Travel_Rarely,Research & Development,24,3,Life Sciences,2,Laboratory Technician,61200,0.0,19,0,10.0,2,9,3,4,1.0,4.0,3.0,3,3,7.7923182441700956,0.3002216423296584,6
1182,1183,No,36,Travel_Frequently,Research & Development,16,1,Medical,2,Sales Executive,105960,7.0,15,0,18.0,3,4,0,2,4.0,2.0,3.0,2,3,7.84449152542373,0.2937119978603648,13
1183,1184,No,56,Non-Travel,Research & Development,8,1,Life Sciences,1,Sales Executive,54670,1.0,20,0,13.0,6,13,1,9,3.0,3.0,2.0,2,4,6.592857142857142,0.32823036861026744,18
1184,1185,Yes,29,Travel_Rarely,Research & Development,9,4,Medical,2,Sales Representative,29960,9.0,25,0,4.0,4,2,2,2,1.0,4.0,4.0,3,4,10.903778677462887,0.31772021568005737,2
1185,1186,No,42,Travel_Rarely,Research & Development,17,1,Life Sciences,3,Research Scientist,99980,5.0,24,2,24.0,3,22,4,14,1.0,3.0,2.0,2,4,7.3986338797814195,0.3030926668214524,5
1186,1187,Yes,56,Travel_Rarely,Sales,10,4,Other,2,Sales Executive,40780,8.0,24,1,14.0,3,10,9,8,4.0,3.0,1.0,3,4,6.8204184704184705,0.306122969889482,18
1187,1188,No,41,Travel_Rarely,Research & Development,13,4,Life Sciences,1,Healthcare Representative,109200,0.0,15,1,21.0,3,20,0,10,1.0,2.0,3.0,4,3,7.799858156028369,0.3059535011927599,14
1188,1189,No,34,Travel_Rarely,Sales,1,3,Medical,1,Laboratory Technician,62320,1.0,13,1,8.0,3,8,1,7,4.0,3.0,3.0,3,3,7.382898550724637,0.2933560668855783,19
1189,1190,No,36,Non-Travel,Sales,1,1,Medical,1,Human Resources,132470,1.0,14,0,15.0,3,15,11,11,4.0,4.0,2.0,3,3,7.675545851528384,0.27394764541681677,20
1190,1191,No,41,Travel_Rarely,Research & Development,1,5,Medical,1,Healthcare Representative,40810,2.0,13,0,14.0,3,5,0,4,3.0,2.0,3.0,3,3,7.091944444444445,0.28773929922933306,9
